datetime,security,close,MovingAverageSimple_0,MovingAverageSimple_1,MovingAverageSimple_2,fwd_returns
2019-07-08 21:00:00,GBP_USD,1.2443799999999998,1.2553459999999999,1.2588,1.2686,0.00032154857795130276
2019-07-08 21:00:00,EUR_USD,1.11935,1.1275309999999998,1.1265020000000001,1.1214228000000002,-0.0012135164315478786
2019-07-09 21:00:00,GBP_USD,1.25017,1.253745,1.2584065,1.2676234,0.004652919526189958
2019-07-09 21:00:00,EUR_USD,1.1202,1.126075,1.1260995,1.1214522,0.0007593692768124161
2019-07-10 21:00:00,EUR_USD,1.1245399999999999,1.12505,1.1259834999999998,1.121601,0.003874308159257156
2019-07-10 21:00:00,GBP_USD,1.25204,1.2522950000000002,1.2583465,1.2665008,0.001495796571666208
2019-07-11 21:00:00,GBP_USD,1.25106,1.25108,1.2583685,1.2654424,-0.0007827225967221851
2019-07-11 21:00:00,EUR_USD,1.12382,1.123924,1.126162,1.1218066,-0.0006402617959342383
2019-07-14 21:00:00,GBP_USD,1.23966,1.249205,1.2576375,1.2642608,-0.009112272792671905
2019-07-14 21:00:00,EUR_USD,1.12532,1.123644,1.1264085,1.1219714,0.0013347333202826661
2019-07-15 21:00:00,GBP_USD,1.23825,1.247458,1.256386,1.2630906000000002,-0.0011374086443056708
2019-07-15 21:00:00,EUR_USD,1.1202,1.1229120000000001,1.1265105,1.1220421999999999,-0.004549816940959017
2019-07-16 21:00:00,GBP_USD,1.2427700000000002,1.2460460000000002,1.2553105,1.2619633999999997,0.0036503129416516344
2019-07-16 21:00:00,EUR_USD,1.11998,1.122221,1.126573,1.122076,-0.00019639350116062992
2019-07-17 21:00:00,GBP_USD,1.2476399999999999,1.2459959999999999,1.2539675,1.2610337999999999,0.003918665561608137
2019-07-17 21:00:00,EUR_USD,1.1205200000000002,1.12154,1.126467,1.1221392,0.0004821514669905991
2019-07-18 21:00:00,GBP_USD,1.2504,1.246035,1.2529465,1.2602336,0.0022121765894007606
2019-07-18 21:00:00,EUR_USD,1.12036,1.1215,1.1260695,1.122118,-0.00014279084710688839
2019-07-21 21:00:00,GBP_USD,1.24557,1.246194,1.251865,1.2594922,-0.003862763915546963
2019-07-21 21:00:00,EUR_USD,1.12063,1.1214920000000002,1.1252650000000002,1.1220861999999998,0.0002409939662251226
2019-07-22 21:00:00,EUR_USD,1.1146,1.121017,1.124274,1.1219758,-0.005380901814158068
2019-07-22 21:00:00,GBP_USD,1.2418,1.2459360000000002,1.250641,1.2587523999999999,-0.0030267267194938885
2019-07-23 21:00:00,GBP_USD,1.24272,1.245191,1.249468,1.2581776000000002,0.0007408600418747913
2019-07-23 21:00:00,EUR_USD,1.1127,1.120267,1.123171,1.1218738,-0.0017046474071416018
2019-07-24 21:00:00,GBP_USD,1.2437200000000002,1.244359,1.2483270000000002,1.2576226000000001,0.000804686494142004
2019-07-24 21:00:00,EUR_USD,1.11014,1.118827,1.1219385000000002,1.1217438,-0.0023007099847219825
2019-07-25 21:00:00,GBP_USD,1.23764,1.243017,1.2470485,1.2570046,-0.004888560126073416
2019-07-25 21:00:00,EUR_USD,1.1112,1.117565,1.1207445,1.1216572,0.0009548345253751478
2019-07-28 21:00:00,GBP_USD,1.2212399999999999,1.241175,1.24519,1.2561806,-0.01325102614653706
2019-07-28 21:00:00,EUR_USD,1.1113,1.116163,1.1199035,1.1215815999999998,8.999280057597758e-05
2019-07-29 21:00:00,EUR_USD,1.11321,1.115464,1.1191879999999998,1.1215618,0.0017187078196707617
2019-07-29 21:00:00,GBP_USD,1.21195,1.238545,1.2430014999999999,1.2552088,-0.0076070223707049855
